gas_ppm,temperature,motion,label
440.82,44.8,1,WARNING
130.52,24.49,1,SAFE
287.68,23.75,1,SAFE
484.99,36.05,1,WARNING
88.59,24.56,1,SAFE
398.65,32.18,1,WARNING
83.18,29.77,0,SAFE
886.53,53.81,0,DANGER
936.99,59.01,0,DANGER
558.5,32.88,1,WARNING
402.78,41.71,0,WARNING
262.8,29.59,1,SAFE
737.59,45.99,0,DANGER
393.62,32.0,1,WARNING
544.72,44.28,0,WARNING
109.31,28.1,0,SAFE
217.16,21.65,0,SAFE
172.9,28.68,0,SAFE
93.32,27.23,0,SAFE
247.29,23.93,0,SAFE
84.91,26.51,0,SAFE
158.9,29.64,0,SAFE
220.38,28.93,1,SAFE
189.91,29.77,0,SAFE
511.91,30.84,0,WARNING
233.14,28.91,0,SAFE
798.87,53.75,1,DANGER
737.19,55.98,0,DANGER
228.52,27.09,0,SAFE
91.76,19.53,0,SAFE
196.34,21.65,0,SAFE
498.4,44.0,1,WARNING
204.87,19.89,0,SAFE
518.29,33.58,0,WARNING
354.24,40.74,0,WARNING
548.61,34.19,0,WARNING
171.67,19.22,0,SAFE
961.22,47.28,0,DANGER
785.36,78.88,1,DANGER
339.51,42.42,0,WARNING
182.23,19.33,0,SAFE
268.03,18.09,0,SAFE
827.79,79.16,0,DANGER
369.67,43.34,0,WARNING
745.44,64.9,1,DANGER
703.78,53.18,0,DANGER
747.08,59.21,1,DANGER
359.77,32.16,1,WARNING
361.27,42.31,1,WARNING
283.01,22.55,0,SAFE
639.8,50.66,0,DANGER
206.88,24.01,1,SAFE
288.51,28.21,0,SAFE
503.75,43.68,1,WARNING
683.76,68.71,0,DANGER
899.35,56.1,1,DANGER
976.87,65.89,1,DANGER
533.41,42.88,0,WARNING
564.27,40.98,1,WARNING
173.45,24.94,0,SAFE
224.36,26.31,0,SAFE
53.64,23.51,0,SAFE
676.81,75.57,1,DANGER
160.19,23.83,0,SAFE
131.15,24.56,0,SAFE
440.71,36.08,0,WARNING
66.34,27.04,0,SAFE
75.37,25.69,1,SAFE
143.0,27.6,1,SAFE
775.32,45.85,0,DANGER
143.33,25.83,0,SAFE
157.25,20.26,1,SAFE
698.11,58.28,1,DANGER
845.96,75.57,0,DANGER
129.78,18.11,1,SAFE
643.74,75.19,1,DANGER
141.62,29.6,1,SAFE
791.78,67.11,1,DANGER
70.7,29.93,0,SAFE
450.02,40.31,1,WARNING
898.53,55.45,1,DANGER
324.17,41.93,1,WARNING
647.71,66.3,1,DANGER
494.6,31.59,0,WARNING
156.03,29.18,0,SAFE
433.26,40.13,1,WARNING
728.27,62.35,1,DANGER
127.38,28.88,1,SAFE
210.29,18.85,1,SAFE
400.44,32.62,1,WARNING
210.51,29.59,0,SAFE
340.11,35.66,1,WARNING
473.04,39.99,0,WARNING
581.98,32.97,1,WARNING
349.29,36.72,0,WARNING
253.62,21.57,0,SAFE
400.46,39.66,1,WARNING
218.13,22.7,0,SAFE
341.51,39.93,0,WARNING
153.15,22.82,1,SAFE
855.71,79.29,1,DANGER
567.2,44.62,1,WARNING
133.78,20.59,0,SAFE
217.05,28.38,0,SAFE
631.34,76.69,1,DANGER
315.85,40.1,0,WARNING
224.37,22.44,1,SAFE
277.26,27.11,0,SAFE
675.63,59.71,1,DANGER
120.23,27.87,0,SAFE
450.71,36.1,1,WARNING
290.75,21.21,0,SAFE
119.35,25.32,1,SAFE
120.46,24.78,0,SAFE
302.21,31.53,1,WARNING
235.99,23.32,0,SAFE
591.55,33.82,0,WARNING
196.56,21.37,0,SAFE
146.08,29.75,0,SAFE
56.77,23.36,0,SAFE
225.91,22.06,1,SAFE
622.06,68.99,0,DANGER
348.43,41.11,0,WARNING
95.14,18.23,1,SAFE
76.23,23.19,0,SAFE
173.16,29.2,0,SAFE
179.71,19.58,0,SAFE
587.66,35.5,0,WARNING
72.9,23.91,0,SAFE
372.71,39.4,1,WARNING
71.03,23.19,0,SAFE
208.08,24.19,0,SAFE
493.68,34.56,1,WARNING
885.76,70.57,0,DANGER
924.97,45.48,1,DANGER
134.15,23.07,0,SAFE
479.79,33.66,1,WARNING
114.94,22.65,0,SAFE
930.05,52.74,0,DANGER
124.34,19.61,0,SAFE
589.69,44.81,1,WARNING
524.69,41.44,1,WARNING
324.97,30.94,1,WARNING
291.41,22.96,0,SAFE
87.48,25.21,1,SAFE
993.97,68.43,0,DANGER
249.45,26.44,0,SAFE
109.01,21.99,0,SAFE
579.77,43.0,0,WARNING
207.89,24.98,0,SAFE
701.66,67.28,1,DANGER
805.37,57.25,1,DANGER
477.52,33.51,0,WARNING
288.48,26.8,0,SAFE
576.79,44.21,1,WARNING
508.49,44.62,1,WARNING
92.23,28.98,0,SAFE
789.37,60.95,0,DANGER
76.14,25.47,0,SAFE
418.13,34.05,1,WARNING
722.5,47.61,1,DANGER
576.16,44.05,1,WARNING
198.4,23.51,0,SAFE
471.64,40.22,1,WARNING
621.37,45.93,0,DANGER
169.98,20.9,0,SAFE
573.25,32.46,0,WARNING
84.09,27.68,0,SAFE
936.18,68.85,1,DANGER
110.46,27.18,1,SAFE
323.36,43.44,0,WARNING
115.57,28.44,1,SAFE
701.03,77.24,0,DANGER
458.6,30.11,1,WARNING
678.84,50.26,1,DANGER
154.4,24.04,0,SAFE
181.93,21.58,1,SAFE
619.66,46.41,1,DANGER
185.89,27.98,0,SAFE
535.05,40.55,0,WARNING
84.87,29.21,0,SAFE
79.7,27.43,0,SAFE
75.63,22.05,0,SAFE
316.49,31.59,1,WARNING
145.78,19.67,1,SAFE
105.19,21.6,1,SAFE
817.55,75.68,1,DANGER
924.93,66.8,1,DANGER
422.21,35.79,1,WARNING
470.76,35.84,1,WARNING
255.31,24.15,0,SAFE
417.94,30.83,1,WARNING
154.35,27.07,1,SAFE
994.21,62.32,1,DANGER
413.1,33.54,1,WARNING
186.12,26.46,0,SAFE
138.99,29.76,0,SAFE
292.05,29.55,1,SAFE
121.43,20.21,0,SAFE
530.72,33.58,1,WARNING
525.55,37.92,0,WARNING
94.13,27.3,0,SAFE
230.86,25.59,0,SAFE
250.15,23.24,0,SAFE
243.88,18.14,1,SAFE
